network,scan,step,filter,aggregation,model,generation_time
merged_f1_t340,merged,340,1,3,NETSPA,0.0905769000237342
merged_f1_t340,merged,340,1,3,TVA,0.14395950001198798
merged_f1_t340,merged,340,1,3,MULTI,0.05352629997651093
merged_f1_t350,merged,350,1,3,NETSPA,0.07993659999920055
merged_f1_t350,merged,350,1,3,TVA,0.1763621999998577
merged_f1_t350,merged,350,1,3,MULTI,0.06330999999772757
merged_f1_t360,merged,360,1,0,NETSPA,0.13114080001832917
merged_f1_t360,merged,360,1,0,TVA,0.17077309999149293
merged_f1_t360,merged,360,1,0,MULTI,0.4022530999791343
merged_f1_t370,merged,370,1,0,NETSPA,0.21107600000686944
merged_f1_t370,merged,370,1,0,TVA,0.20478410000214353
merged_f1_t370,merged,370,1,0,MULTI,0.4023274999926798
merged_f1_t380,merged,380,1,0,NETSPA,0.23192510000080802
merged_f1_t380,merged,380,1,0,TVA,0.20923429998219945
merged_f1_t380,merged,380,1,0,MULTI,0.31076259998371825
merged_f1_t360,merged,360,1,1,NETSPA,0.09124800001154654
merged_f1_t360,merged,360,1,1,TVA,0.1655408999940846
merged_f1_t360,merged,360,1,1,MULTI,0.1459294999949634
merged_f1_t380,merged,380,1,1,NETSPA,0.0813272999948822
merged_f1_t380,merged,380,1,1,TVA,0.21806549999746494
merged_f1_t380,merged,380,1,1,MULTI,0.15659830000367947
merged_f1_t360,merged,360,1,2,NETSPA,0.16982300000381656
merged_f1_t360,merged,360,1,2,TVA,0.10300639999331906
merged_f1_t360,merged,360,1,2,MULTI,0.10058850000496022
merged_f1_t370,merged,370,1,1,NETSPA,0.09481740000774153
merged_f1_t370,merged,370,1,1,TVA,0.1217389999947045
merged_f1_t370,merged,370,1,1,MULTI,0.2854298999882303
merged_f1_t380,merged,380,1,2,NETSPA,0.09461930001270957
merged_f1_t380,merged,380,1,2,TVA,0.18863300001248717
merged_f1_t380,merged,380,1,2,MULTI,0.06950389998382889
merged_f1_t370,merged,370,1,2,NETSPA,0.09171780000906438
merged_f1_t370,merged,370,1,2,TVA,0.19612389997928403
merged_f1_t370,merged,370,1,2,MULTI,0.08506019998458214
merged_f1_t360,merged,360,1,3,NETSPA,0.1937649000028614
merged_f1_t360,merged,360,1,3,TVA,0.09445130001404323
merged_f1_t360,merged,360,1,3,MULTI,0.1536406000086572
merged_f1_t380,merged,380,1,3,NETSPA,0.16323770000599325
merged_f1_t380,merged,380,1,3,TVA,0.08622249998734333
merged_f1_t380,merged,380,1,3,MULTI,0.0663246999902185
merged_f1_t370,merged,370,1,3,NETSPA,0.06939450002391823
merged_f1_t370,merged,370,1,3,TVA,0.14276709998375736
merged_f1_t370,merged,370,1,3,MULTI,0.07299630000488833
merged_f1_t390,merged,390,1,0,NETSPA,0.16760110002360307
merged_f1_t390,merged,390,1,0,TVA,0.31551160002709366
merged_f1_t390,merged,390,1,0,MULTI,0.30006560002220795
merged_f1_t400,merged,400,1,0,NETSPA,0.24190990001079626
merged_f1_t400,merged,400,1,0,TVA,0.22016480000456795
merged_f1_t400,merged,400,1,0,MULTI,0.3748699000279885
merged_f1_t40,merged,40,1,0,NETSPA,0.2680537000123877
merged_f1_t40,merged,40,1,0,TVA,0.18284310001763515
merged_f1_t40,merged,40,1,0,MULTI,0.41491739999037236
merged_f1_t390,merged,390,1,1,NETSPA,0.09286280002561398
merged_f1_t390,merged,390,1,1,TVA,0.16639980001491494
merged_f1_t390,merged,390,1,1,MULTI,0.1333998000191059
merged_f1_t400,merged,400,1,1,NETSPA,0.07867489999625832
merged_f1_t400,merged,400,1,1,TVA,0.20020779999322258
merged_f1_t400,merged,400,1,1,MULTI,0.1278745000017807
merged_f1_t40,merged,40,1,1,NETSPA,0.07150690001435578
merged_f1_t40,merged,40,1,1,TVA,0.2150520000141114
merged_f1_t40,merged,40,1,1,MULTI,0.14737500000046566
merged_f1_t390,merged,390,1,2,NETSPA,0.1336930000106804
merged_f1_t390,merged,390,1,2,TVA,0.09323610001592897
merged_f1_t390,merged,390,1,2,MULTI,0.2131548999750521
merged_f1_t400,merged,400,1,2,NETSPA,0.18767569999909028
merged_f1_t400,merged,400,1,2,TVA,0.09277440002188087
merged_f1_t400,merged,400,1,2,MULTI,0.06830840001930483
merged_f1_t40,merged,40,1,2,NETSPA,0.0758161999983713
merged_f1_t40,merged,40,1,2,TVA,0.18780629997490905
merged_f1_t40,merged,40,1,2,MULTI,0.08367740001995116
merged_f1_t390,merged,390,1,3,NETSPA,0.07342750002862886
merged_f1_t390,merged,390,1,3,TVA,0.07676140000694431
merged_f1_t390,merged,390,1,3,MULTI,0.16740310000022873
merged_f1_t40,merged,40,1,3,NETSPA,0.16675919998669997
merged_f1_t40,merged,40,1,3,TVA,0.07386309999856167
merged_f1_t40,merged,40,1,3,MULTI,0.06864849998964928
merged_f1_t400,merged,400,1,3,NETSPA,0.15849489998072386
merged_f1_t400,merged,400,1,3,TVA,0.059790700004668906
merged_f1_t400,merged,400,1,3,MULTI,0.16908279998460785
merged_f1_t410,merged,410,1,0,NETSPA,0.1751444999827072
merged_f1_t410,merged,410,1,0,TVA,0.30410700000356883
merged_f1_t410,merged,410,1,0,MULTI,0.2959225999948103
merged_f1_t428,merged,428,1,0,NETSPA,0.13608870000462048
merged_f1_t428,merged,428,1,0,TVA,0.21527479999349453
merged_f1_t428,merged,428,1,0,MULTI,0.3622212999907788
merged_f1_t420,merged,420,1,0,NETSPA,0.20759689999977127
merged_f1_t420,merged,420,1,0,TVA,0.21925150000606664
merged_f1_t420,merged,420,1,0,MULTI,0.3774991999962367
merged_f1_t410,merged,410,1,1,NETSPA,0.20039730001008138
merged_f1_t410,merged,410,1,1,TVA,0.1301089999906253
merged_f1_t410,merged,410,1,1,MULTI,0.13536349998321384
merged_f1_t428,merged,428,1,1,NETSPA,0.0877090000140015
merged_f1_t428,merged,428,1,1,TVA,0.2225600000238046
merged_f1_t428,merged,428,1,1,MULTI,0.1171139000216499
merged_f1_t420,merged,420,1,1,NETSPA,0.08615399998961948
merged_f1_t420,merged,420,1,1,TVA,0.18404520000331104
merged_f1_t420,merged,420,1,1,MULTI,0.1583754999737721
merged_f1_t410,merged,410,1,2,NETSPA,0.18049460000474937
merged_f1_t410,merged,410,1,2,TVA,0.08364719999372028
merged_f1_t410,merged,410,1,2,MULTI,0.18313329998636618
merged_f1_t428,merged,428,1,2,NETSPA,0.1848071999847889
merged_f1_t428,merged,428,1,2,TVA,0.09328259999165311
merged_f1_t428,merged,428,1,2,MULTI,0.07998629999929108
merged_f1_t420,merged,420,1,2,NETSPA,0.19763300000340678
merged_f1_t420,merged,420,1,2,TVA,0.09534900001017377
merged_f1_t420,merged,420,1,2,MULTI,0.09246949999942444
merged_f1_t410,merged,410,1,3,NETSPA,0.06589359999634326
merged_f1_t410,merged,410,1,3,TVA,0.0620440999919083
merged_f1_t410,merged,410,1,3,MULTI,0.1603156999917701
merged_f1_t428,merged,428,1,3,NETSPA,0.17570680001517758
merged_f1_t428,merged,428,1,3,TVA,0.07952550001209602
merged_f1_t428,merged,428,1,3,MULTI,0.17977639997843653
merged_f1_t420,merged,420,1,3,NETSPA,0.14069550001295283
merged_f1_t420,merged,420,1,3,TVA,0.04836069999146275
merged_f1_t420,merged,420,1,3,MULTI,0.14122439999482594
merged_f1_t50,merged,50,1,0,NETSPA,0.14699430001201108
merged_f1_t50,merged,50,1,0,TVA,0.2955353000143077
merged_f1_t50,merged,50,1,0,MULTI,0.250116999988677
merged_f1_t60,merged,60,1,0,NETSPA,0.13579010000103153
merged_f1_t60,merged,60,1,0,TVA,0.29315650000353344
merged_f1_t60,merged,60,1,0,MULTI,0.24281740002334118
merged_f1_t70,merged,70,1,0,NETSPA,0.13937709998572245
merged_f1_t70,merged,70,1,0,TVA,0.21266389999073
merged_f1_t70,merged,70,1,0,MULTI,0.36341980000725016
merged_f1_t50,merged,50,1,1,NETSPA,0.19663680001394823
merged_f1_t50,merged,50,1,1,TVA,0.13372539999545552
merged_f1_t50,merged,50,1,1,MULTI,0.15404819999821484
merged_f1_t60,merged,60,1,1,NETSPA,0.11971999998786487
merged_f1_t60,merged,60,1,1,TVA,0.16510270000435412
merged_f1_t60,merged,60,1,1,MULTI,0.10333629997330718
merged_f1_t70,merged,70,1,1,NETSPA,0.0795120999973733
merged_f1_t70,merged,70,1,1,TVA,0.20427770001697354
merged_f1_t70,merged,70,1,1,MULTI,0.13873979999334551
merged_f1_t50,merged,50,1,2,NETSPA,0.14315039999200962
merged_f1_t50,merged,50,1,2,TVA,0.07452470000134781
merged_f1_t50,merged,50,1,2,MULTI,0.17469640000490472
merged_f1_t60,merged,60,1,2,NETSPA,0.1477866999921389
merged_f1_t60,merged,60,1,2,TVA,0.10485929998685606
merged_f1_t60,merged,60,1,2,MULTI,0.1940510999993421
merged_f1_t70,merged,70,1,2,NETSPA,0.1738750000076834
merged_f1_t70,merged,70,1,2,TVA,0.08355659997323528
merged_f1_t70,merged,70,1,2,MULTI,0.17277250002371147
merged_f1_t50,merged,50,1,3,NETSPA,0.07009759999345988
merged_f1_t50,merged,50,1,3,TVA,0.07759979998809285
merged_f1_t50,merged,50,1,3,MULTI,0.13434409999172203
merged_f1_t60,merged,60,1,3,NETSPA,0.07162719999905676
merged_f1_t60,merged,60,1,3,TVA,0.07807039999170229
merged_f1_t60,merged,60,1,3,MULTI,0.15096159998211078
merged_f1_t70,merged,70,1,3,NETSPA,0.06802910001715645
merged_f1_t70,merged,70,1,3,TVA,0.05055710001033731
merged_f1_t70,merged,70,1,3,MULTI,0.12136359998839907
merged_f1_t80,merged,80,1,0,NETSPA,0.18610409999382682
merged_f1_t80,merged,80,1,0,TVA,0.2488100999908056
merged_f1_t80,merged,80,1,0,MULTI,0.28368580000824295
merged_f2_t0,merged,0,2,0,NETSPA,0.15697569999611005
merged_f2_t0,merged,0,2,0,TVA,0.27865530000417493
merged_f2_t0,merged,0,2,0,MULTI,0.23750610000570305
merged_f1_t90,merged,90,1,0,NETSPA,0.16294560002279468
merged_f1_t90,merged,90,1,0,TVA,0.34402410002076067
merged_f1_t90,merged,90,1,0,MULTI,0.24694949999684468
merged_f1_t80,merged,80,1,1,NETSPA,0.16181079999660142
merged_f1_t80,merged,80,1,1,TVA,0.12591010000323877
merged_f1_t80,merged,80,1,1,MULTI,0.18853059998946264
merged_f2_t0,merged,0,2,1,NETSPA,0.14048379997257143
merged_f2_t0,merged,0,2,1,TVA,0.11621330000343733
merged_f2_t0,merged,0,2,1,MULTI,0.13550959998974577
merged_f1_t90,merged,90,1,1,NETSPA,0.16688460001023486
merged_f1_t90,merged,90,1,1,TVA,0.11690769999404438
merged_f1_t90,merged,90,1,1,MULTI,0.1212705000070855
merged_f1_t80,merged,80,1,2,NETSPA,0.07049660000484437
merged_f1_t80,merged,80,1,2,TVA,0.16537159998551942
merged_f1_t80,merged,80,1,2,MULTI,0.06946440000319853
merged_f2_t0,merged,0,2,2,NETSPA,0.1381284999952186
merged_f2_t0,merged,0,2,2,TVA,0.0684010999975726
merged_f2_t0,merged,0,2,2,MULTI,0.16493110000737943
merged_f1_t90,merged,90,1,2,NETSPA,0.15983099999721162
merged_f1_t90,merged,90,1,2,TVA,0.0887739000027068
merged_f1_t90,merged,90,1,2,MULTI,0.19304680000641383
merged_f1_t80,merged,80,1,3,NETSPA,0.04927099999622442
merged_f1_t80,merged,80,1,3,TVA,0.16347810000297613
merged_f1_t80,merged,80,1,3,MULTI,0.08780129998922348
merged_f2_t0,merged,0,2,3,NETSPA,0.08659780002199113
merged_f2_t0,merged,0,2,3,TVA,0.08571200000005774
merged_f2_t0,merged,0,2,3,MULTI,0.15311559999827296
merged_f1_t90,merged,90,1,3,NETSPA,0.055955199990421534
merged_f1_t90,merged,90,1,3,TVA,0.07877849999931641
merged_f1_t90,merged,90,1,3,MULTI,0.148036200000206
merged_f2_t100,merged,100,2,0,NETSPA,0.24785779998637736
merged_f2_t100,merged,100,2,0,TVA,0.19544900002074428
merged_f2_t100,merged,100,2,0,MULTI,0.34124060001340695
merged_f2_t110,merged,110,2,0,NETSPA,0.106203600007575
merged_f2_t110,merged,110,2,0,TVA,0.20828789999359287
merged_f2_t110,merged,110,2,0,MULTI,0.26274870001361705
merged_f2_t10,merged,10,2,0,NETSPA,0.16624409999349155
merged_f2_t10,merged,10,2,0,TVA,0.30315590000827797
merged_f2_t10,merged,10,2,0,MULTI,0.2999579999886919
merged_f2_t100,merged,100,2,1,NETSPA,0.08916259999386966
merged_f2_t100,merged,100,2,1,TVA,0.08937089997925796
merged_f2_t100,merged,100,2,1,MULTI,0.21407270000781864
merged_f2_t110,merged,110,2,1,NETSPA,0.1476457999960985
merged_f2_t110,merged,110,2,1,TVA,0.12328560001333244
merged_f2_t110,merged,110,2,1,MULTI,0.1894967000116594
merged_f2_t10,merged,10,2,1,NETSPA,0.16137799998978153
merged_f2_t10,merged,10,2,1,TVA,0.10354909999296069
merged_f2_t10,merged,10,2,1,MULTI,0.20774169999640435
merged_f2_t100,merged,100,2,2,NETSPA,0.061828200006857514
merged_f2_t100,merged,100,2,2,TVA,0.16101080001681112
merged_f2_t100,merged,100,2,2,MULTI,0.09573820000514388
merged_f2_t110,merged,110,2,2,NETSPA,0.07322379999095574
merged_f2_t110,merged,110,2,2,TVA,0.09183869999833405
merged_f2_t110,merged,110,2,2,MULTI,0.17347189999418333
merged_f2_t100,merged,100,2,3,NETSPA,0.06382280000252649
merged_f2_t100,merged,100,2,3,TVA,0.14552550000371411
merged_f2_t100,merged,100,2,3,MULTI,0.06739410001318902
merged_f2_t10,merged,10,2,2,NETSPA,0.09779659999185242
merged_f2_t10,merged,10,2,2,TVA,0.09308900000178255
merged_f2_t10,merged,10,2,2,MULTI,0.19918310001958162
merged_f2_t110,merged,110,2,3,NETSPA,0.08875799999805167
merged_f2_t110,merged,110,2,3,TVA,0.19466579999425448
merged_f2_t110,merged,110,2,3,MULTI,0.07568359997821972
merged_f2_t10,merged,10,2,3,NETSPA,0.09509079999406822
merged_f2_t10,merged,10,2,3,TVA,0.17292969999834895
merged_f2_t10,merged,10,2,3,MULTI,0.08521790002123453
merged_f2_t120,merged,120,2,0,NETSPA,0.27703870000550523
merged_f2_t120,merged,120,2,0,TVA,0.23287469998467714
merged_f2_t120,merged,120,2,0,MULTI,0.32047969999257475
merged_f2_t130,merged,130,2,0,NETSPA,0.19425430000410415
merged_f2_t130,merged,130,2,0,TVA,0.19105100000160746
merged_f2_t130,merged,130,2,0,MULTI,0.3326523000141606
merged_f2_t140,merged,140,2,0,NETSPA,0.22431910000159405
merged_f2_t140,merged,140,2,0,TVA,0.17945709999185055
merged_f2_t140,merged,140,2,0,MULTI,0.38538799999514595
merged_f2_t120,merged,120,2,1,NETSPA,0.11945839997497387
merged_f2_t120,merged,120,2,1,TVA,0.22059599999920465
merged_f2_t120,merged,120,2,1,MULTI,0.14439679999486543
merged_f2_t130,merged,130,2,1,NETSPA,0.10663709999062121
merged_f2_t130,merged,130,2,1,TVA,0.09595240000635386
merged_f2_t130,merged,130,2,1,MULTI,0.18718570002238266
merged_f2_t140,merged,140,2,1,NETSPA,0.11111090000486001
merged_f2_t140,merged,140,2,1,TVA,0.11951589997624978
merged_f2_t140,merged,140,2,1,MULTI,0.20815409999340773
merged_f2_t120,merged,120,2,2,NETSPA,0.062300899997353554
merged_f2_t120,merged,120,2,2,TVA,0.17039289997774176
merged_f2_t120,merged,120,2,2,MULTI,0.10099209999316372
merged_f2_t130,merged,130,2,2,NETSPA,0.07974350001313724
merged_f2_t130,merged,130,2,2,TVA,0.16747290000785142
merged_f2_t130,merged,130,2,2,MULTI,0.08625570000731386
merged_f2_t140,merged,140,2,2,NETSPA,0.0878462000109721
merged_f2_t140,merged,140,2,2,TVA,0.15149029999156483
merged_f2_t140,merged,140,2,2,MULTI,0.06791549999616109
merged_f2_t120,merged,120,2,3,NETSPA,0.17129210001439787
merged_f2_t120,merged,120,2,3,TVA,0.07730580001953058
merged_f2_t120,merged,120,2,3,MULTI,0.0631363999855239
merged_f2_t130,merged,130,2,3,NETSPA,0.08480329997837543
merged_f2_t130,merged,130,2,3,TVA,0.14987130000372417
merged_f2_t130,merged,130,2,3,MULTI,0.10641490001580678
merged_f2_t140,merged,140,2,3,NETSPA,0.09312680002767593
merged_f2_t140,merged,140,2,3,TVA,0.20528870000271127
merged_f2_t140,merged,140,2,3,MULTI,0.0834305000025779
merged_f2_t150,merged,150,2,0,NETSPA,0.25260129998787306
merged_f2_t150,merged,150,2,0,TVA,0.1712351000169292
merged_f2_t150,merged,150,2,0,MULTI,0.3110326000023633
merged_f2_t160,merged,160,2,0,NETSPA,0.3052196000062395
merged_f2_t160,merged,160,2,0,TVA,0.1910982999834232
merged_f2_t160,merged,160,2,0,MULTI,0.40822129999287426
merged_f2_t170,merged,170,2,0,NETSPA,0.20164719998138025
merged_f2_t170,merged,170,2,0,TVA,0.15239249999285676
merged_f2_t170,merged,170,2,0,MULTI,0.3323808000131976
merged_f2_t150,merged,150,2,1,NETSPA,0.06728220000513829
merged_f2_t150,merged,150,2,1,TVA,0.16301910000038333
merged_f2_t150,merged,150,2,1,MULTI,0.10147989998222329
merged_f2_t170,merged,170,2,1,NETSPA,0.09283030001097359
merged_f2_t170,merged,170,2,1,TVA,0.17549399999552406
merged_f2_t170,merged,170,2,1,MULTI,0.11560350001673214
merged_f2_t160,merged,160,2,1,NETSPA,0.08531990001210943
merged_f2_t160,merged,160,2,1,TVA,0.2249112999998033
merged_f2_t160,merged,160,2,1,MULTI,0.1443102000048384
merged_f2_t150,merged,150,2,2,NETSPA,0.1813636000151746
merged_f2_t150,merged,150,2,2,TVA,0.09006779998890124
merged_f2_t150,merged,150,2,2,MULTI,0.10639619998983108
merged_f2_t170,merged,170,2,2,NETSPA,0.05683989997487515
merged_f2_t170,merged,170,2,2,TVA,0.1716844000038691
merged_f2_t170,merged,170,2,2,MULTI,0.08433589999913238
merged_f2_t160,merged,160,2,2,NETSPA,0.08342249999986961
merged_f2_t160,merged,160,2,2,TVA,0.1658519999764394
merged_f2_t160,merged,160,2,2,MULTI,0.1161288000002969
merged_f2_t150,merged,150,2,3,NETSPA,0.1686700000136625
merged_f2_t150,merged,150,2,3,TVA,0.07996689999708906
merged_f2_t150,merged,150,2,3,MULTI,0.17441460001282394
merged_f2_t170,merged,170,2,3,NETSPA,0.14362529999925755
merged_f2_t170,merged,170,2,3,TVA,0.08457740000449121
merged_f2_t170,merged,170,2,3,MULTI,0.09041229999274947
merged_f2_t160,merged,160,2,3,NETSPA,0.1563462000049185
merged_f2_t160,merged,160,2,3,TVA,0.09158410000964068
merged_f2_t160,merged,160,2,3,MULTI,0.059232200001133606
merged_f2_t180,merged,180,2,0,NETSPA,0.11900629999581724
merged_f2_t180,merged,180,2,0,TVA,0.271315100020729
merged_f2_t180,merged,180,2,0,MULTI,0.26960630001849495
merged_f2_t194,merged,194,2,0,NETSPA,0.2145918000023812
merged_f2_t194,merged,194,2,0,TVA,0.1394293000048492
merged_f2_t194,merged,194,2,0,MULTI,0.27835929999127984
merged_f2_t190,merged,190,2,0,NETSPA,0.26235520001500845
merged_f2_t190,merged,190,2,0,TVA,0.18110950000118464
merged_f2_t190,merged,190,2,0,MULTI,0.2930027000256814
merged_f2_t180,merged,180,2,1,NETSPA,0.07955890000448562
merged_f2_t180,merged,180,2,1,TVA,0.18482309998944402
merged_f2_t180,merged,180,2,1,MULTI,0.08374669999466278
merged_f2_t190,merged,190,2,1,NETSPA,0.060930400009965524
merged_f2_t190,merged,190,2,1,TVA,0.16562559999874793
merged_f2_t190,merged,190,2,1,MULTI,0.1303038999903947
merged_f2_t194,merged,194,2,1,NETSPA,0.08495260000927374
merged_f2_t194,merged,194,2,1,TVA,0.15134899999247864
merged_f2_t194,merged,194,2,1,MULTI,0.16166320000775158
merged_f2_t180,merged,180,2,2,NETSPA,0.1511253999779001
merged_f2_t180,merged,180,2,2,TVA,0.08080520000657998
merged_f2_t180,merged,180,2,2,MULTI,0.10964000000967644
merged_f2_t190,merged,190,2,2,NETSPA,0.15479569998569787
merged_f2_t190,merged,190,2,2,TVA,0.06979360000696033
merged_f2_t190,merged,190,2,2,MULTI,0.08420099999057129
merged_f2_t194,merged,194,2,2,NETSPA,0.18384450001758523
merged_f2_t194,merged,194,2,2,TVA,0.0563323000096716
merged_f2_t194,merged,194,2,2,MULTI,0.07975780000560917
merged_f2_t180,merged,180,2,3,NETSPA,0.15412399999331683
merged_f2_t180,merged,180,2,3,TVA,0.07837059997837059
merged_f2_t180,merged,180,2,3,MULTI,0.16411760001210496
merged_f2_t194,merged,194,2,3,NETSPA,0.15648539998801425
merged_f2_t194,merged,194,2,3,TVA,0.07120320000103675
merged_f2_t194,merged,194,2,3,MULTI,0.1512524999852758
merged_f2_t190,merged,190,2,3,NETSPA,0.14773919997969642
merged_f2_t190,merged,190,2,3,TVA,0.07033630000660196
merged_f2_t190,merged,190,2,3,MULTI,0.17508600000292063
merged_f2_t20,merged,20,2,0,NETSPA,0.17133660000399686
merged_f2_t20,merged,20,2,0,TVA,0.28006349998759106
merged_f2_t20,merged,20,2,0,MULTI,0.29114829999161884
merged_f2_t30,merged,30,2,0,NETSPA,0.13257710001198575
merged_f2_t30,merged,30,2,0,TVA,0.15460599999642
merged_f2_t30,merged,30,2,0,MULTI,0.37658399998326786
merged_f2_t40,merged,40,2,0,NETSPA,0.1507702000089921
merged_f2_t40,merged,40,2,0,TVA,0.3002691000001505
merged_f2_t40,merged,40,2,0,MULTI,0.32307420001598075
merged_f2_t20,merged,20,2,1,NETSPA,0.17067019999376498
merged_f2_t20,merged,20,2,1,TVA,0.08898130001034588
merged_f2_t20,merged,20,2,1,MULTI,0.1280636000155937
merged_f2_t30,merged,30,2,1,NETSPA,0.0758769000240136
merged_f2_t30,merged,30,2,1,TVA,0.15889240000979044
merged_f2_t30,merged,30,2,1,MULTI,0.147536400007084
merged_f2_t40,merged,40,2,1,NETSPA,0.09193299998878501
merged_f2_t40,merged,40,2,1,TVA,0.18689159999485128
merged_f2_t40,merged,40,2,1,MULTI,0.15611539999372326
merged_f2_t20,merged,20,2,2,NETSPA,0.13655789999756962
merged_f2_t20,merged,20,2,2,TVA,0.0907582999789156
merged_f2_t20,merged,20,2,2,MULTI,0.15739529998973012
merged_f2_t30,merged,30,2,2,NETSPA,0.11783070000819862
merged_f2_t30,merged,30,2,2,TVA,0.08516129999770783
merged_f2_t30,merged,30,2,2,MULTI,0.218348700000206
merged_f2_t20,merged,20,2,3,NETSPA,0.07926050000241958
merged_f2_t20,merged,20,2,3,TVA,0.09399829999892972
merged_f2_t20,merged,20,2,3,MULTI,0.17353650002041832
merged_f2_t40,merged,40,2,2,NETSPA,0.20039399998495355
